,22,26,28,38,55,58,65,70,75,79,92,102,109,114,119,128,147,148,153,164,190,195,205,206,210,211,244,252,286,303,306,313,317,327,332,339,359,372,389,390,391,392,393,394,395
0,5.4800195e-05,0.00063722243,0.00026997246,0.00024964818,0.0004107522,0.00016663305,0.00021243366,0.00092687126,0.00081291195,0.000100288744,0.00036174204,0.0,0.0006697853,0.00047036938,0.00021532233,0.00084669504,0.0001738503,0.0009492412,0.00076823327,0.0002605693,0.00056045747,0.0008455219,0.00055585464,0.00083366694,0.0,0.0,0.0005454874,0.0007634314,0.0,0.0007747096,0.000995402,0.00097644713,1.6729597e-05,0.00019221037,0.00022315011,0.0008806433,0.00042021714,0.0,0.018178383,0.077413455,-0.018245334,-0.006131807,0.017605584,-0.07986504,0.0061247433
1,4.621211e-05,0.0005372826,0.00022763661,0.00021050705,0.00034634318,0.00014050445,0.00017912009,0.0007815183,0.00068542233,8.456226e-05,0.00030501952,0.0,0.00056476286,0.0003966078,0.0001815589,0.00071391533,0.00014658706,0.0008003835,0.00064776366,0.00021970853,0.00047256763,0.00071292854,0.00046868928,0.00070293434,0.0,0.0,0.00045994562,0.0006437113,0.0,0.000653226,0.0008393017,0.0008233298,1.41168775e-05,0.00016207976,0.00018816908,0.00074253936,0.00035432033,0.0,0.021213062,-0.03757625,0.006267458,0.0039000448,0.017747799,0.026083803,0.013653277
2,6.329993e-05,0.0007361595,0.00031188616,0.00028841352,0.00047453132,0.00019250633,0.00024540946,0.0010707899,0.000939137,0.00011585247,0.0004179101,0.0,0.00077379507,0.00054340693,0.0002487459,0.000978174,0.00020084067,0.0010966456,0.00088751724,0.00030102266,0.0006474815,0.0009768077,0.0006421671,0.0009631194,0.0,0.0,0.0006301817,0.0008819702,0.0,0.00089500414,0.0011499719,0.0011280666,1.9319912e-05,0.0002220495,0.0002577921,0.001017394,0.00048546787,0.0,0.01793031,-0.051091,0.0005332145,0.0021403239,0.011449801,0.018928405,0.0016605293
3,6.945327e-05,0.00080777693,0.0003422251,0.0003164683,0.0005206931,0.00021123287,0.00026928057,0.0011749591,0.001030502,0.00012712023,0.0004585633,0.0,0.00084906956,0.0005962709,0.00027294044,0.0010733362,0.00022037783,0.0012033323,0.00097385474,0.0003303045,0.0007104693,0.001071833,0.0007046382,0.0010568144,0.0,0.0,0.0006914852,0.0009677694,0.0,0.0009820708,0.0012618471,0.0012378054,2.1193799e-05,0.00024364537,0.00028286423,0.0011163717,0.0005326953,0.0,0.016646132,-0.054058187,-0.001403805,0.0013198914,0.009062228,0.015056802,-0.0027112719
4,7.040974e-05,0.00081891083,0.00034694155,0.00032082983,0.0005278695,0.00021414437,0.00027299154,0.0011911534,0.0010447057,0.00012887185,0.00046488323,0.0,0.000860773,0.0006044894,0.00027670164,0.0010881306,0.00022341505,0.001219918,0.0009872772,0.0003348566,0.0007202615,0.0010866057,0.0007143501,0.0010713806,0.0,0.0,0.00070101547,0.0009811077,0.0,0.0009956064,0.0012792394,0.0012548659,2.1485377e-05,0.00024700296,0.00028676222,0.0011317588,0.0005400374,0.0,0.016351683,-0.05230847,-0.001072851,0.0,0.0085819885,0.012902972,-0.0031878727
5,7.515906e-05,0.0008741876,0.00037035812,0.00034248334,0.00056349864,0.00022859818,0.00029141607,0.0012715547,0.0011152242,0.00013756864,0.00049626065,0.0,0.00091887184,0.00064529164,0.00029537585,0.00116158,0.00023849447,0.0013022625,0.0010539155,0.00035745726,0.0007688777,0.0011599493,0.00076256733,0.0011436975,0.0,0.0,0.0007483316,0.0010473306,0.0,0.0010628074,0.0013655886,0.0013395661,2.2931776e-05,0.0002636715,0.0003061138,0.001208153,0.0005764892,0.0,0.015316612,-0.054196835,-0.0027158859,0.0,0.0067000077,0.009517775,-0.006664383
6,6.764163e-05,0.0007866977,0.0003332946,0.0003082103,0.0005071052,0.00020572156,0.00026225415,0.0011442971,0.0010036087,0.00012380326,0.00044659685,0.0,0.00082691386,0.0005807113,0.0002658186,0.0010453262,0.00021462698,0.0011719292,0.00094844203,0.00032168513,0.00069192867,0.0010438623,0.0006862497,0.0010292354,0.0,0.0,0.00067344046,0.0009425145,0.0,0.00095644273,0.0012289169,0.001205493,2.063115e-05,0.0002372736,0.0002754692,0.0010872374,0.0005187941,0.0,-0.017818136,-0.0388768,0.0004728354,0.0,0.009353898,0.037158858,-0.0005718241
7,3.738826e-05,0.0004346006,0.00018413611,0.00017028445,0.000280158,0.00011365702,0.00014489329,0.0006321615,0.0005544243,6.84057e-05,0.0002467329,0.0,0.00045684102,0.0003208146,0.00014686833,0.0005774758,0.000118574535,0.00064741954,0.00052397576,0.00017772366,0.00038225536,0.0005766823,0.00037912032,0.00056859694,0.0,0.0,0.0003720489,0.00052069325,0.0,0.0005283925,0.0006788971,0.0006659783,1.1420043e-05,0.00013110184,0.00015220701,0.0006006273,0.0002866065,0.0,-0.009844054,-0.0049876464,0.012491964,0.0,0.01997336,0.04060981,0.020483477
8,5.6995676e-05,0.0006627952,0.0002808067,0.00025967538,0.00042724295,0.00017332219,0.00022095541,0.00096407684,0.00084554654,0.00010431143,0.00037626503,0.0,0.0006966874,0.00048924773,0.00022396029,0.0008806884,0.0001808263,0.0009873552,0.00079905544,0.00027102578,0.00058295485,0.00087946194,0.0005781713,0.00086713705,0.0,0.0,0.0005673811,0.00079407584,0.0,0.0008058122,0.0010353649,0.0010156374,1.7389537e-05,0.00019991152,0.000232093,0.00091600005,0.00043708726,0.0,-0.0150120575,0.0077971066,0.0060262727,0.0,-0.021569872,0.036144007,0.006949239
9,7.577725e-05,0.0008813796,0.00037340532,0.0003453015,0.0005681337,0.00023047559,0.00029381338,0.0012820136,0.0011244032,0.00013870283,0.00050034275,0.0,0.0009264313,0.00065059256,0.00029780544,0.0011711317,0.00024045631,0.0013129747,0.0010625658,0.00036039803,0.00077520177,0.00116949,0.0007688398,0.0011531048,0.0,0.0,0.00075448677,0.0010559448,0.0,0.0010715493,0.0013768204,0.0013505701,2.3106611e-05,0.00026582237,0.00030861367,0.0012180904,0.0005812306,0.0,-0.019962369,-0.010076088,-0.0017148973,0.0,-0.02868315,0.031436812,-0.006377802
10,5.2331656e-05,0.00060851424,0.00025781157,0.00023841225,0.00039225543,0.00015912743,0.00020286253,0.00088512304,0.0007762975,9.5771014e-05,0.00034545286,0.0,0.00063963496,0.00044917886,0.0002056223,0.00080856023,0.00016601833,0.000906494,0.0007336156,0.00024883184,0.00053521374,0.0008074386,0.0005308224,0.0007961223,0.0,0.0,0.0005209168,0.00072904537,0.0,0.00073982147,0.00095057057,0.00093246205,1.5968795e-05,0.00018354274,0.00021308944,0.0008409812,0.0004012918,0.0,-0.013782693,0.01599452,0.0077652712,0.0,-0.01980334,0.03326096,0.010381618
11,7.0724695e-05,0.00082257675,0.0003484946,0.00032226695,0.00053023157,0.00021509861,0.00027421344,0.0011964826,0.0010493855,0.00012945094,0.0004669635,0.0,0.00086462626,0.00060718606,0.00027793978,0.0010929953,0.00022441476,0.0012253775,0.000991675,0.00033635527,0.00072348374,0.0010914671,0.00071754644,0.0010761741,0.0,0.0,0.00070415187,0.0009854971,0.0,0.0010000609,0.0012849624,0.0012604661,2.156784e-05,0.0002480903,0.0002880274,0.0011368226,0.00054245326,0.0,-0.018630609,-0.0013629732,0.00022317145,0.0,-0.026769472,0.028436506,-0.0025867566
12,4.4319073e-05,0.0005152639,0.00021830725,0.0002018839,0.00033215075,0.00013474676,0.00017178015,0.00074948824,0.0006573293,8.109685e-05,0.00029252088,0.0,0.0005416234,0.00038035368,0.00017411904,0.0006846555,0.00014057949,0.0007675827,0.0006212169,0.00021070422,0.00045319932,0.00068371,0.00044948215,0.00067412655,0.0,0.0,0.00044109565,0.00061732956,0.0,0.0006264564,0.00080490275,0.0007895885,1.3541433e-05,0.0001554405,0.00018046096,0.00071210717,0.00033979904,0.0,0.022466969,-0.00981465,0.009247652,0.0,0.018154247,0.0027151688,0.015459442
13,4.016645e-05,0.00046693342,0.00019783377,0.00018294729,0.00030099935,0.00012211033,0.00015567067,0.0006791902,0.00059567683,7.349477e-05,0.00026508718,0.0,0.000490813,0.00034468024,0.00015779152,0.0006204368,0.00012739496,0.00069558306,0.000562955,0.00019094386,0.00041069218,0.0006195827,0.0004073246,0.0006108976,0.0,0.0,0.00039972534,0.0005594285,0.0,0.0005677007,0.00072940445,0.0007155325,1.2277492e-05,0.00014086723,0.00016354179,0.0006453132,0.00030792787,0.0,0.023017334,0.02018071,-0.013964543,-0.004011941,0.021236513,0.0055176155,0.018085795
14,4.4710323e-05,0.0005198152,0.00022023571,0.00020366088,0.00033507572,0.00013593784,0.00017329743,0.0007561067,0.0006631387,8.181502e-05,0.00029509552,0.0,0.0005463926,0.0003837139,0.00017565666,0.00069070247,0.00014182102,0.0007743564,0.0006267047,0.00021256528,0.00045720127,0.0006897474,0.00045344332,0.00068007124,0.0,0.0,0.00044499082,0.0006227808,0.0,0.0006319775,0.00081201014,0.0007965614,1.3661745e-05,0.00015681384,0.00018205516,0.00071839424,0.00034279938,0.0,0.022727143,0.02502707,-0.015103431,-0.0048769955,0.019538816,0.04195971,-0.03355164
15,7.100808e-05,0.000825878,0.00034989204,0.00032355843,0.0005323588,0.00021596631,0.00027531353,0.0012012842,0.0010535909,0.0001299676,0.0004688369,0.0,0.0008680924,0.0006096312,0.0002790548,0.0010973859,0.00022531519,0.0012302938,0.000995674,0.0003377043,0.0007263871,0.0010958472,0.0007204255,0.0010804924,0.0,0.0,0.00070697744,0.000989452,0.0,0.0010040739,0.0012901194,0.0012655389,2.1668362e-05,0.00024910417,0.0002892015,0.0011413844,0.00054463034,0.0,0.017194362,-0.032556158,-0.0022853385,0.0015221204,0.008034633,-0.009924111,-0.002670788
16,6.0413528e-05,0.0007025762,0.0002976577,0.00027525693,0.00045288316,0.00018372596,0.00023421488,0.0010219378,0.00089628954,0.00011056768,0.0003988454,0.0,0.0007384938,0.0005186171,0.00023739926,0.0009335479,0.00019167828,0.0010466132,0.0008470288,0.00028728993,0.00061794155,0.00093224377,0.00061287044,0.00091917964,0.0,0.0,0.0006014322,0.00084173307,0.0,0.0008541731,0.0010975061,0.0010765925,1.8430921e-05,0.0002119075,0.0002460199,0.0009709767,0.00046331977,0.0,-0.015912982,-0.018225018,0.0012126716,0.002591647,0.011710801,0.023776967,0.0051943595
17,6.335761e-05,0.0007368382,0.00031217298,0.00028867865,0.0004749671,0.0001926818,0.0002456352,0.0010717729,0.00094000454,0.00011596091,0.00041829396,0.0,0.00077450596,0.0005439005,0.00024897428,0.0009790711,0.00020102508,0.0010976525,0.0008883151,0.0003012992,0.0006480753,0.0009777043,0.00064275676,0.00096400356,0.0,0.0,0.00063076016,0.0008827798,0.0,0.000895826,0.0011510274,0.0011290911,1.9326766e-05,0.00022223838,0.00025801378,0.0010183278,0.00048591342,0.0,-0.016688906,0.011138606,0.0012869812,0.0028482508,-0.023979373,0.023278736,0.0031504459
18,6.491241e-05,0.00075493293,0.0003198384,0.00029576744,0.00048663022,0.00019741232,0.00025166653,0.001098092,0.00096308853,0.000118807926,0.0004285653,0.0,0.0007935272,0.000557256,0.0002550873,0.0010031136,0.00020596132,0.0011246079,0.000910128,0.00030869755,0.00066398963,0.001001713,0.0006585405,0.0009876762,0.0,0.0,0.000646249,0.0009044575,0.0,0.0009178239,0.0011792933,0.0011568166,1.979969e-05,0.00022769417,0.00026434785,0.0010433352,0.0004978457,0.0,-0.017098686,0.0111085335,0.0026197322,0.0,-0.024568183,0.021831535,0.002298289
19,7.734489e-05,0.000899625,0.0003811341,0.00035244774,0.0005798929,0.0002352447,0.00029989483,0.0013085501,0.0011476779,0.00014157333,0.0005106986,0.0,0.0009456064,0.0006640579,0.00030396914,0.0011953724,0.00024543342,0.0013401519,0.0010845583,0.00036785757,0.00079124764,0.0011936972,0.0007847536,0.0011769726,0.0,0.0,0.00077010365,0.0010778019,0.0,0.0010937286,0.0014053198,0.0013785249,2.3583803e-05,0.00027132357,0.00031500045,0.001243304,0.00059326144,0.0,-0.020375542,-0.00030800368,-0.0021991148,0.0,-0.029276807,0.01833346,-0.0067735966
20,3.9619877e-05,0.00046057417,0.00019513858,0.00018045887,0.00029689877,0.00012044624,0.000153551,0.0006699384,0.0005875573,7.2491996e-05,0.0002614759,0.0,0.00048413905,0.00033998373,0.0001556428,0.000611984,0.00012565983,0.0006861094,0.0005552844,0.0001883428,0.00040509773,0.00061114307,0.0004017755,0.00060257525,0.0,0.0,0.0003942807,0.0005518082,0.0,0.0005599672,0.000719468,0.0007057733,1.2098534e-05,0.0001389324,0.0001612982,0.0006365213,0.00030373325,0.0,-0.010432207,0.007761751,0.011410638,0.0,0.01985992,0.022905948,0.01969352
21,4.9714396e-05,0.00057805644,0.0002449074,0.0002264804,0.00037262315,0.00015116543,0.0001927102,0.0008408194,0.00073743396,9.097623e-05,0.0003281635,0.0,0.00060761947,0.0004267023,0.00019533224,0.00076808926,0.00015770909,0.0008611198,0.00069691375,0.00023637754,0.0005084245,0.000767024,0.0005042537,0.0007562739,0.0,0.0,0.0004948441,0.00069255463,0.0,0.00070279225,0.00090298953,0.0008857896,1.5171773e-05,0.00017435786,0.00020242612,0.000798886,0.00038120578,0.0,-0.013092865,-0.0011785871,0.0072109182,0.0,0.016142912,0.01949801,0.012670775
22,4.803809e-05,0.000558547,0.00023664278,0.00021883873,0.00036004867,0.00014606473,0.00018620731,0.00081244286,0.0007125455,8.790675e-05,0.00031708964,0.0,0.0005871149,0.0004123023,0.00018874135,0.00074216694,0.00015238696,0.0008320583,0.0006733951,0.00022840088,0.000491266,0.0007411383,0.00048723645,0.00073075097,0.0,0.0,0.00047814453,0.0006691822,0.0,0.00067907496,0.0008725139,0.0008559086,1.4674052e-05,0.00016849217,0.0001956135,0.0007719241,0.0003683407,0.0,0.022481522,-0.0018962619,0.007545587,0.0,0.016567616,-0.011936247,0.013184683
23,4.1777777e-05,0.00048568417,0.00020577664,0.00019029104,0.00031307584,0.00012701345,0.00016192101,0.00070646097,0.00061959535,7.6445e-05,0.0002757211,0.0,0.0005105182,0.00035852,0.00016412609,0.0006453497,0.00013251,0.0007235115,0.00058555754,0.00019861001,0.00042718198,0.0006444596,0.00042367063,0.0006354175,0.0,0.0,0.00041577444,0.00058189005,0.0,0.00059048284,0.00075869163,0.00074426126,1.2768768e-05,0.00014652174,0.00017010633,0.0006712227,0.0003202913,0.0,0.023921419,0.03483562,-0.014304434,-0.004380474,0.020519959,0.034182288,-0.03134874
24,5.479836e-05,0.0006372148,0.0002699705,0.00024964844,0.0004107534,0.00016663315,0.0002124295,0.00092686753,0.000812913,0.00010028823,0.00036174327,0.0,0.0006697856,0.00047036444,0.00021531872,0.0008466958,0.00017384802,0.0009492415,0.000768215,0.0002605671,0.00056045566,0.00084551884,0.0005558559,0.00083366816,0.0,0.0,0.0005454838,0.0007634283,0.0,0.0007747112,0.000995402,0.00097645045,1.6732818e-05,0.00019221431,0.00022315404,0.0008806439,0.00042021714,0.0,0.021023665,0.04862832,-0.01852178,-0.0059431787,-0.020737352,-0.009589875,0.009356438
